,Gene Name,D0 vs. D25 Log2 Fold Change,D0 vs. D25 p-value
21290,LOC101928517,-0.026046241,0.978858262
9265,RNF7,-0.026067221,0.960739616
61679,UBE2Z,-0.026215986,0.961344783
74160,ARHGEF7-AS2,-0.026223428,0.963445829
16036,CUL5,-0.026281332,0.960349375
17136,ACP7,-0.026282357,0.979381523
22785,HIVEP1,-0.026344952,0.957007677
17137,LINC01445,-0.026396006,0.959279817
28862,SARAF,-0.026462439,0.956819967
14814,ABCC4,-0.026499746,0.96250083
58491,MIR10394,-0.026506861,0.979879431
29686,FAM136A,-0.026524904,0.964681653
49889,EML3,-0.026608406,0.962975382
64277,MIR544B,-0.026615023,0.980040083
2724,BEND4,-0.026619584,0.957426495
18743,MIR670HG,-0.026720588,0.98035379
13835,OAZ2,-0.02673834,0.965460132
8999,TMOD2,-0.026836855,0.959623687
72002,MIR219A2,-0.026836855,0.959623687
65448,MIR219B,-0.026937396,0.970014328
23095,EFR3B,-0.026946136,0.958992555
68457,APIP,-0.026946136,0.958992555
8801,JADE1,-0.026991489,0.955700863
32526,NCBP2,-0.02700747,0.959830088
16359,PDS5B,-0.027043409,0.955530116
18877,DLG1-AS1,-0.027114247,0.95506049
38273,RBP7,-0.027118676,0.962345319
16807,NBPF1,-0.027185152,0.960404296
23773,SLC2A4,-0.027254856,0.960714422
10062,PDIA5,-0.0272604,0.960976187
1849,TAPBPL,-0.02731704,0.961778617
57415,PIK3IP1,-0.02731704,0.961778617
5645,ECSIT,-0.027450782,0.962352683
12433,BCCIP,-0.027450782,0.962352683
49010,ATOH7,-0.027469547,0.961962781
22263,LINC02538,-0.027580176,0.962909754
5914,RCBTB2,-0.027616609,0.955890253
38900,EIF1AX,-0.027723184,0.963173151
62293,IL11RA,-0.027723184,0.963173151
10634,EEF1AKMT2,-0.027746298,0.963715111
36205,CCDC88B,-0.027786733,0.954897092
32344,KCNJ6,-0.027826744,0.964104812
27197,LINC01300,-0.027970746,0.965934166
8250,GULP1,-0.028041156,0.955297412
47810,HHIP,-0.028045444,0.955596915
44739,FAM86C2P,-0.028087055,0.95899728
4576,CACNA1D,-0.028132324,0.96546479
14454,GABARAPL2,-0.028184777,0.959563965
70924,LIMD1-AS1,-0.028208801,0.959656893
51805,PPP3R1,-0.028325006,0.955365731
39200,IDH2-DT,-0.028349659,0.960474419
27940,UTP15,-0.028514405,0.959025033
21987,TNS2,-0.028536458,0.954353014
7073,PNKD,-0.028540858,0.953371958
36739,NCMAP-DT,-0.028726333,0.969279104
2984,PDE4DIP,-0.028858379,0.961061439
5577,GPR107,-0.028906489,0.970015008
19962,AAGAB,-0.028946316,0.961539298
19611,HDAC11-AS1,-0.029120558,0.95439486
4207,GINM1,-0.029217746,0.955327291
2319,ANO10,-0.029254683,0.955342095
4010,PDXDC1,-0.02929133,0.957454134
33899,IGFBP3,-0.029305031,0.955937679
7244,HJURP,-0.029352828,0.956709369
10550,AZIN2,-0.029378119,0.956833572
31819,ESPNL,-0.029442668,0.972334171
12583,MBNL1,-0.029491465,0.958852037
48530,CCR10,-0.029525539,0.957920143
75313,KLLN,-0.029540164,0.951440231
66826,AAMP,-0.02979367,0.952359958
1964,MBIP,-0.02982148,0.959937053
22425,SLC35F1,-0.029858487,0.952934546
13019,HS1BP3,-0.029909795,0.951376847
2276,MIR4738,-0.02994826,0.954300776
6190,VPS13A,-0.02999392,0.95079657
8574,WEE2-AS1,-0.030009518,0.954771722
18120,PRICKLE1,-0.030085616,0.952871678
62749,ELOA-AS1,-0.030099453,0.962913264
40113,KIF18B,-0.030138138,0.963095367
23427,ZNF644,-0.030170894,0.952354051
38014,RHOD,-0.030250883,0.963806227
35908,TBX1,-0.030323406,0.964321643
6945,IFFO1,-0.0303677,0.957713276
52409,SNX3,-0.0303677,0.957713276
3991,NFE2L2,-0.030529657,0.952822398
58610,GDPGP1,-0.030618596,0.954057714
4171,IPO11,-0.030699542,0.950636314
1227,TESC-AS1,-0.030749284,0.956278085
1770,MEAF6,-0.030749284,0.956278085
3860,R3HDM1,-0.0307878,0.948714672
32676,UVRAG,-0.030799845,0.951660676
867,SYT9,-0.030914712,0.949263023
35300,LOC100507291,-0.031052288,0.952904098
26329,STX18,-0.031134793,0.959785639
26825,SHISA8,-0.031159904,0.959946297
2512,RPL17,-0.031257469,0.960883911
43724,HCRT,-0.031281165,0.951399783
59646,CCNK,-0.031412731,0.948364552
4582,CDV3,-0.031428638,0.94824483
71700,TMEM141,-0.031434752,0.948628869
17959,RHNO1,-0.031723013,0.94767639
15943,DUSP26,-0.031741708,0.956614209
31756,RLF,-0.03181463,0.948919844
6032,PER2,-0.031865239,0.948724094
3285,ID3,-0.03188471,0.958205363
7189,MIR636,-0.03189971,0.949157089
18141,PPP2CA,-0.032015253,0.950818362
27566,PLK2,-0.032062477,0.947455071
74191,DUSP12,-0.032240023,0.954756682
2735,SLC16A9,-0.032333537,0.951660676
59218,PARK7,-0.032398407,0.9498634
45264,NCBP2AS2,-0.032608393,0.953204435
38571,TMED5,-0.032635134,0.949610651
6385,EVA1B,-0.032692609,0.948118261
1731,PPIP5K1,-0.032698463,1
4256,USP17L21,-0.032698463,1
6328,TRIM73,-0.032698463,1
17744,GOLGA6L22,-0.032698463,1
20788,DEFB103B,-0.032698463,1
25693,LOC645202,-0.032698463,1
34230,DEFB103A,-0.032698463,1
44922,HIST2H3C,-0.032698463,1
44985,CTAG1A,-0.032698463,1
52159,ZNF733P,-0.032698463,1
68829,MIR9985,-0.032698463,1
14857,CCNG2,-0.032746124,0.945678848
56027,SETD3,-0.032762381,0.948694526
9469,C1orf194,-0.032882561,0.951620728
46238,SNORA3A,-0.032900107,0.951968154
513,PHTF2,-0.032909315,0.94524401
44952,LOC100507283,-0.033165073,0.946162197
6412,PTGES3,-0.033185794,0.952002902
47211,ROM1,-0.033206135,0.947182356
19724,DCTN4,-0.033332793,0.950122806
71995,FOSL2,-0.033379475,0.946368332
2770,RAD54L,-0.033407602,0.947088149
28527,UTP23,-0.033502718,0.944975398
1978,MSL3,-0.033931936,0.946456164
33746,PDHX,-0.033998384,0.945415739
2849,HIST2H4B,-0.034001215,1
4073,MAGED4,-0.034001215,1
11799,HSFX2,-0.034001215,1
17602,SPDYE6,-0.034001215,1
19080,ETDA,-0.034001215,1
20216,SNORD13B-1,-0.034001215,1
22554,OR11H12,-0.034001215,1
23475,MIR1184-3,-0.034001215,1
40909,LOC729737,-0.034001215,1
41243,OR2A20P,-0.034001215,1
42166,USP17L4,-0.034001215,1
60939,SNORD13B-2,-0.034001215,1
61125,OR2A9P,-0.034001215,1
33900,ZBTB1,-0.034100764,0.946146376
11153,USP35,-0.034199553,0.9443195
19538,CLDND1,-0.0344052,0.943159006
4225,DEFA1B,-0.034458845,1
6867,LINC02203,-0.034458845,1
7453,DEFA1,-0.034458845,1
7789,CTAGE8,-0.034458845,1
65789,MIR548I3,-0.034458845,1
66781,GOLGA8K,-0.034458845,1
75075,FAM27C,-0.034458845,1
22553,PPIAL4G,-0.034692311,1
29630,TRIM49C,-0.034692311,1
31182,FAM153CP,-0.034692311,1
4024,ARL17B,-0.034833916,1
5494,ARL17A,-0.034833916,1
36883,CDRT15,-0.034833916,1
52952,FAM90A10P,-0.034833916,1
65008,SMA5,-0.034833916,1
8777,LINC01145,-0.034928963,1
21207,LINC00623,-0.034928963,1
28351,LINC00869,-0.034928963,1
4306,SPATA31C2,-0.034997172,1
42945,NBPF9,-0.034997172,1
20337,RSPH10B,-0.035048504,1
29990,RSPH10B2,-0.035048504,1
42236,SPDYE16,-0.035048504,1
42811,FAM230J,-0.035048504,1
21159,LOC100130698,-0.035088533,1
47357,FBXW10,-0.035120622,1
14853,LOC101926943,-0.035203407,1
39472,NCOR1,-0.035203407,1
5191,MIR550A2,-0.035217242,1
6239,TPTE2P1,-0.035217242,1
39988,KRT6C,-0.035249567,1
64044,RPL21,-0.035258084,1
22774,MIR4650-2,-0.035265752,1
59719,MIR4650-1,-0.035265752,1
3958,KRTAP4-12,-0.035279005,1
18675,OR7E14P,-0.03528477,1
74705,SIGLEC14,-0.035290057,1
20062,RFPL3S,-0.035299414,1
33092,LOC101927708,-0.035299414,1
38480,OR51A2,-0.035299414,1
42617,SUMO4,-0.035307438,1
7074,SLC36A1,-0.035311036,0.949911842
56714,MGC32805,-0.035311036,0.949911842
66312,MIR559,-0.035311036,0.949911842
28610,ADIPOQ-AS1,-0.035314395,1
34192,NBPF7,-0.035314395,1
41511,FTO-IT1,-0.035314395,1
60199,LINC01722,-0.035314395,1
69048,LYZL2,-0.035314395,1
785,RERGL,-0.035323254,1
26258,MIR517C,-0.035323254,1
41535,SPINK8,-0.035323254,1
44685,HIST2H2BC,-0.035323254,1
51337,COL6A6,-0.035323254,1
71814,CD300E,-0.035323254,1
1061,ZNF658,-0.035328318,1
22973,DISC2,-0.035328318,1
56391,LINC01004,-0.035328318,1
42789,LINC02127,-0.03533064,0.958359886
64727,KLB,-0.03533064,0.958359886
7304,CASS4,-0.035332836,1
16765,RRM1,-0.035332836,1
28445,LINC00624,-0.035336892,0.960983274
68160,LOC101928273,-0.035336892,0.960983274
5700,ACMSD,-0.035338768,1
50623,LINC01029,-0.035338768,1
18454,MTRNR2L3,-0.035340552,0.962741556
48037,LINC01318,-0.035340552,0.962741556
62320,PRICKLE2-AS2,-0.035340552,0.962741556
20813,CFHR4,-0.035342252,1
35510,LINC02644,-0.035342252,1
35370,OR5K2,-0.035343873,0.964346773
41482,LINC00582,-0.035343873,0.964346773
65446,UBAP1L,-0.035343873,0.964346773
14214,KRTAP5-11,-0.03534542,0.964851267
24103,TAS2R14,-0.03534542,0.964851267
46982,OR10V1,-0.03534542,0.964851267
11218,LOC101928861,-0.035348314,0.96628188
54864,GALNT13,-0.035348314,0.96628188
606,SLC5A11,-0.035349668,1
34522,GZMK,-0.035349668,1
50866,MIR4802,-0.035349668,1
6532,DNAJC5G,-0.035350966,0.967599719
38353,KRT14,-0.035350966,0.967599719
28500,CD1A,-0.035352212,0.96801623
46380,OR56B4,-0.035352212,0.96801623
64829,MIR6088,-0.035352212,0.96801623
24044,MFAP5,-0.035353407,0.968817704
52733,LINC02627,-0.035353407,0.968817704
66164,LINC01416,-0.035353407,0.968817704
57871,KRT77,-0.035354556,0.969203459
12357,LINC00200,-0.03535566,1
19272,AMELX,-0.03535566,1
21278,KLHL6,-0.03535566,1
31515,LINC01832,-0.03535566,1
70210,MIR4675,-0.03535566,1
28983,TMEM132B,-0.035356723,0.970305146
71587,FHDC1,-0.035356723,0.970305146
4183,GRIK1-AS2,-0.035357747,0.970654955
30759,ALOX5AP,-0.035357747,0.970654955
9429,GHRLOS,-0.035358734,0.971330268
66973,HPYR1,-0.035358734,0.971330268
69342,LINC01187,-0.035358734,0.971330268
27183,SLC6A13,-0.035359685,0.971656333
50455,MIR6760,-0.035359685,0.971656333
63549,LINC01796,-0.035360603,0.972286582
32092,C9orf64,-0.035361489,0.972591253
15667,FAM24B,-0.035362346,0.972889262
34136,FAM24B-CUZD1,-0.035362346,0.972889262
39327,MGP,-0.035362346,0.972889262
43608,LOC107984703,-0.035362346,0.972889262
71231,LCP2,-0.035363173,0.973466152
2755,MIR6826,-0.035364749,0.974286657
66858,TBX19,-0.0353655,0.974548942
18540,LRIT3,-0.035366227,0.949888671
57155,BTBD16,-0.035366227,0.949888671
18399,PTK2B,-0.035369546,0.95317691
32983,HAL,-0.035370153,0.976903681
9002,CLEC12B,-0.035370743,0.954457215
11920,MAGEB6,-0.035371316,0.977527119
54579,ITGA2B,-0.035371316,0.977527119
15328,ASCL4,-0.035372417,0.956058863
40907,SLC14A2-AS1,-0.035372417,0.956058863
54276,LOC101928135,-0.035372945,0.978307655
65401,LOC440434,-0.035372945,0.978307655
19785,CD300H,-0.03537346,0.957187848
31843,FCER2,-0.03537346,0.957187848
1464,DPEP3,-0.035374449,0.958260105
12346,AOC2,-0.035376283,0.959932315
64545,SNORA111,-0.035376714,0.960564177
4319,INHBA,-0.035379821,0.963710895
64917,PCDHB1,-0.035380171,0.94617397
36000,KCNE3,-0.035380514,0.96448361
5457,LOC101927969,-0.035383013,0.950761708
8008,ZNF710-AS1,-0.035383298,0.951082382
12758,LCK,-0.035383298,0.951082382
37330,NPAS1,-0.035383298,0.951082382
58414,LOC101928087,-0.035386098,0.955698096
24528,MNAT1,-0.035386326,0.955957792
6489,SYTL1,-0.035387613,0.958164772
61009,LOC101927914,-0.035388778,0.959948588
11664,TRPM2-AS,-0.035389494,0.961189626
44212,MIR12126,-0.035389837,0.948927085
11056,IQGAP3,-0.035390331,0.962543607
36278,LOC286059,-0.03539169,0.952998204
3200,GNG2,-0.035392241,0.954284276
5449,LOC389895,-0.035393378,0.945951385
19863,GAS6,-0.035393378,0.945951385
16984,THOC5,-0.035393613,0.946641606
37227,NDE1,-0.035394176,0.948185537
673,FBXW4,-0.035394808,0.949844111
47947,STK38,-0.035395008,0.950439022
28574,VAMP3,-0.035395205,0.951019984
44812,OTX2-AS1,-0.035395301,0.941581824
37170,IFI27L1,-0.035395676,0.952323997
10543,RPL35A,-0.035395767,0.943127506
8099,DHPS,-0.035395857,0.952861841
4953,COX17,-0.035398097,0.942845003
13106,PSTPIP2,-0.035398229,0.943397785
70913,ASCL5,-0.035399947,0.950148135
48286,PSAP,-0.035400288,0.95152465
29553,ATRAID,-0.03540083,0.947161975
19090,UNK,-0.035400958,0.947712694
6374,BFAR,-0.035401,0.947848586
50633,SCAMP1,-0.035401245,0.94904056
26587,FAF1,-0.035401325,0.943042094
17511,PREPL,-0.035401556,0.950425457
30256,MTMR14,-0.03540185,0.945777885
45825,OTUB2,-0.03540199,0.940548705
9211,ATG16L2,-0.035402161,0.941518739
4862,UBE2B,-0.035402293,0.948024796
43236,LEMD1-DT,-0.03540239,0.942850872
24094,MSANTD2,-0.035402962,0.946162197
2242,ACAD8,-0.035403183,0.947403832
15042,THYN1,-0.035403183,0.947403832
31435,COPB2,-0.035403183,0.947403832
5297,DLG1,-0.035403644,0.945087733
10114,TCEAL8,-0.035403992,0.942560979
14034,TENT5A,-0.036384442,0.939687035
7328,CCDC6,-0.036601834,0.939108879
15846,NFKB1,-0.036768002,0.940622554
5471,CCDC18,-0.036799423,0.939265331
13926,RAPGEF6,-0.03689999,0.94210999
5751,PCNP,-0.036974412,0.9393098
9190,SCARNA13,-0.037236232,0.942549854
7657,PAQR3,-0.037359875,0.943424433
37711,HP1BP3,-0.037495439,0.939563373
64651,SH3BGRL2,-0.037551271,0.943165266
32489,SPATA24,-0.037590185,0.942091999
25698,MCAM,-0.037644328,0.940723917
44405,LOC105371814,-0.037672421,0.939950108
40964,LMTK2,-0.037693959,0.93942292
21236,UBXN4,-0.03772464,0.938109778
21294,BUB3,-0.037745848,0.943747841
46321,TMEM102,-0.037873799,0.940689246
43596,PLCD1,-0.037883804,0.93667227
12100,KATNAL2,-0.037952133,0.944985133
12791,TTC28-AS1,-0.037979364,0.938205967
26472,VPS13A-AS1,-0.038095281,0.938102997
68146,STXBP3,-0.038323138,0.936445552
39314,PPP1R21,-0.038572338,0.938754355
4414,SUMF1,-0.038607387,0.946502307
65953,SVBP,-0.038650599,0.938023829
25020,HSPA9,-0.038665264,0.945506
47540,EIF2D,-0.038665264,0.945506
59521,MIR3661,-0.038803077,0.938393156
15800,RN7SL3,-0.038852199,0.942470445
29865,RAD50,-0.038868751,0.94228132
19684,KCNQ1-AS1,-0.038885464,0.941899315
11037,NCK1,-0.038953201,0.935765012
9274,STT3A-AS1,-0.038988385,0.939471102
8897,FOXM1,-0.039080565,0.938864748
12056,CLCNKB,-0.039099393,0.947309921
1378,LGR5,-0.039245479,0.939792876
55868,DHX15,-0.039339593,0.938312799
7650,KNL1,-0.039384863,0.943341666
8139,SNHG12,-0.039451883,0.9424752
54855,STX18-AS1,-0.039617417,0.940188497
38882,C6orf89,-0.039692587,0.939222096
4949,TUBGCP3,-0.039718244,0.949028315
50049,COL26A1,-0.039770493,0.948398834
1493,NCKAP5L,-0.039793802,0.936638432
24294,SARDH,-0.039797096,0.937712494
6608,CXXC1,-0.039846642,0.935538692
2934,GNPDA1,-0.039906836,0.946867778
46992,MIR4281,-0.039935135,0.935853697
7337,TMEM116,-0.039988804,0.93942292
31125,GAS6-DT,-0.039992814,0.945951385
10218,PLEKHA7,-0.040139066,0.937502614
14803,STARD3NL,-0.04014874,0.933147264
4181,RASSF5,-0.040304784,0.953863481
10462,PLEKHM3,-0.040513231,0.940001001
22175,LOC105375429,-0.040586717,0.939126842
26193,ZIC2,-0.040690505,0.932736781
30521,TTC25,-0.040701004,0.937920879
70791,RSL1D1,-0.040701004,0.937920879
43670,SCAMP1-AS1,-0.040713441,0.942753262
41870,DIMT1,-0.040749145,0.932043053
22457,SLC5A6,-0.040874343,0.934495642
54428,LOC105377621,-0.040943748,0.932892513
36022,LOC105369438,-0.040958513,0.94017466
9643,IRF2,-0.041064506,0.936287835
5234,RINT1,-0.04137177,0.942956403
14960,UAP1,-0.041441281,0.930629724
21284,NHP2,-0.041446709,0.935008975
23498,NADSYN1,-0.041683276,0.940059971
4597,LRP4,-0.041766308,0.939335215
12918,TOGARAM2,-0.041894,0.939710182
4067,BIRC2,-0.041932256,0.932940345
1776,GLUD1P3,-0.042074333,0.938223485
32937,SEPHS1,-0.04211418,0.931099554
15497,AMER3,-0.042216787,0.943214716
26837,NRIP2,-0.042264987,0.952324313
33474,ANKRA2,-0.042314658,0.942470445
26844,NCK1-DT,-0.042492847,0.931550883
22839,PTPN9,-0.042519095,0.932386568
58322,BLACAT1,-0.042536627,0.937218308
35190,PEX12,-0.042536839,0.934164539
54050,PIGK,-0.042554351,0.94052155
41111,TMEM215,-0.042560192,0.931289481
44295,STT3A,-0.042598772,0.930604681
7946,FILIP1,-0.042608206,0.95010756
18378,C17orf99,-0.042608206,0.95010756
66792,GIPC3,-0.042608206,0.95010756
22592,KCTD21,-0.042649835,0.929740452
57122,MIR6504,-0.042755317,0.949093033
638,VPS13B,-0.042804712,0.934847301
23333,RAC1,-0.042804712,0.934847301
31447,MIR4525,-0.042908568,0.94803632
36390,TMEM178B,-0.042916865,0.932055239
21093,PCYOX1,-0.042933355,0.933752772
44553,MANF,-0.042933355,0.933752772
9260,PARP11,-0.042966588,0.937113035
51660,IARS,-0.043006436,0.936886989
35316,STARD9,-0.043056181,0.930806537
4453,ABI3,-0.043068353,0.947307088
21710,ATP5MC3,-0.043087407,0.936199001
40664,DLGAP1-AS2,-0.043148763,0.93195655
8259,MEOX1,-0.043235097,0.94617397
57013,PSMB11,-0.043235097,0.94617397
10438,UBL4B,-0.043321222,0.945391039
27562,FMN2,-0.043339674,0.929496637
27575,HCCS,-0.043341022,0.934288871
2489,PTPRB,-0.043384929,0.93379334
64631,MBTPS2,-0.043429326,0.933542762
552,DDX24,-0.04347422,0.942694291
59781,MZB1,-0.043565533,0.942031953
12216,C2orf70,-0.043591366,0.943754665
55105,HIST2H2AC,-0.043622279,0.930763935
29318,SNORA44,-0.043658939,0.931734189
23864,ACTG1P20,-0.043902091,0.939709168
376,DDI1,-0.04408509,0.940641436
56344,FAAHP1,-0.04408509,0.940641436
41533,CLDN9,-0.044160017,0.93796928
21587,RBFADN,-0.044299682,0.939198885
58520,OTOP1,-0.044299682,0.939198885
34710,PDGFRB,-0.044322435,0.936929222
50450,OR2B11,-0.04441101,0.93870229
42491,LOC101929748,-0.044490998,0.935853697
13694,MPPED2,-0.044532292,0.924169921
70020,REEP3,-0.044564258,0.92618321
31832,FAM193A,-0.044642248,0.93716249
9346,UBR5-AS1,-0.044675997,0.924851039
5227,MIR6509,-0.044762382,0.957551354
11361,WFDC5,-0.044762382,0.957551354
6322,SNORD13F,-0.044876822,0.932280445
8327,LINC02338,-0.045012281,0.956441771
38300,WDR88,-0.045012281,0.956441771
11341,MIR1914,-0.045037255,0.932090094
6588,DDX59,-0.045075462,0.926002005
70194,CCL27,-0.045102035,0.943002155
38069,KPNA4,-0.045128604,0.924414267
63577,LINC02022,-0.045142308,0.956058863
855,PTCH1,-0.045147405,0.929849103
66761,APOA5,-0.045167693,0.931158003
3688,ERMAP,-0.045265196,0.929533513
6906,HACL1,-0.045378875,0.927560748
11812,RRM2B,-0.045408127,0.923584979
18802,MMP1,-0.045413223,0.954868512
2206,TAF12,-0.045439472,0.941128217
73816,APOA1-AS,-0.045495054,0.927960106
34162,LOC155060,-0.045568452,0.926626623
7174,SMS,-0.045622988,0.925921199
6476,PITPNB,-0.045666934,0.926241564
30932,PPP1R13L,-0.045740425,0.925695722
11507,UBE2K,-0.045814976,0.925141749
7560,PITHD1,-0.045953389,0.938226828
55212,HS3ST3A1,-0.045988515,0.932839055
21135,ADAMTS8,-0.046093061,0.923829961
6930,MPC1,-0.046155626,0.926469538
35580,CORT,-0.046161448,0.951822248
56354,EFCAB14-AS1,-0.046161448,0.951822248
13114,GALK2,-0.046285907,0.928428455
2524,PIK3IP1-AS1,-0.046324732,0.950874556
5491,BCDIN3D-AS1,-0.046404928,0.925949489
21568,PRSS16,-0.046493053,0.950386531
37002,LINC01707,-0.046493053,0.950386531
30278,MRPL32,-0.046506454,0.925320089
580,CLU,-0.046532763,0.929538296
18871,PSMA2,-0.046575186,0.924840981
33528,LINC00173,-0.046801497,0.925128967
61348,BGLAP,-0.046876726,0.946472346
128,HS3ST4,-0.046887055,0.927502373
36779,BLOC1S1-RDH5,-0.046892221,0.9245149
31216,HSPA4,-0.047020694,0.92531406
74678,LOC644189,-0.047030682,0.948333001
40935,FAM98A,-0.0470311,0.923754815
39738,EFL1P1,-0.047062266,0.93221329
871,MTHFD1L,-0.047111914,0.923264242
6264,CERS3,-0.047221676,0.947240837
64239,OR10T2,-0.047221676,0.947240837
16557,STK39,-0.04727696,0.926283724
16327,SEMA7A,-0.047319026,0.928930225
24051,HBBP1,-0.047419054,0.94667717
44279,LOC101927237,-0.047419054,0.94667717
65883,MIR3916,-0.047419054,0.94667717
2390,C8B,-0.047623142,0.972889262
47296,LOC101929457,-0.047656755,0.928744859
11733,VPS26A,-0.047708154,0.921871766
44701,HIST2H2BE,-0.047819958,0.925316938
1011,DEFA10P,-0.047834288,0.944911132
5985,LOC101929555,-0.047834288,0.944911132
43619,MIR6874,-0.047834288,0.944911132
9578,IFITM1,-0.047868635,0.942146546
7621,KIAA1324,-0.047932616,0.92192938
56807,LOC105373562,-0.047994729,0.924889016
33194,BNIP3L,-0.048000526,0.924265556
60729,MIR4266,-0.048052865,0.944296029
25359,NPPC,-0.04815396,0.920599902
14535,TSPAN31,-0.048262334,0.922711245
11845,LINC00373,-0.048279271,0.943023445
63579,SYCP2,-0.048431864,0.939710182
63071,IPO9,-0.048483395,0.92810048
3762,RBM39,-0.048495566,0.92656838
2527,LINC02608,-0.048513936,0.942364972
73854,MIR4706,-0.048513936,0.942364972
11527,LOC646938,-0.048550678,0.938975895
72471,LINC00605,-0.04867168,0.938601997
10442,C16orf78,-0.048757319,0.970654955
41911,SNORA112,-0.048757319,0.970654955
42164,ITLN1,-0.048757319,0.970654955
59242,PRR27,-0.048757319,0.970654955
2350,BMS1P4-AGAP5,-0.048920496,0.937452272
73468,BMS1P4,-0.048920496,0.937452272
10392,CNP,-0.04893955,0.927497584
17306,STK36,-0.048975628,0.92534968
12424,CAPZA2,-0.048976458,0.921091945
21508,TFAM,-0.048976458,0.921091945
8197,TLR8,-0.049009915,0.94029439
33486,LINC01622,-0.049009915,0.94029439
35812,PDCL2,-0.049009915,0.94029439
37191,CRYGA,-0.049009915,0.94029439
40201,CETN1,-0.049009915,0.94029439
55106,OR9A4,-0.049009915,0.94029439
3174,SMAD5,-0.049123553,0.921226741
37720,PCBP1,-0.04920486,0.922691874
28421,MIR371B,-0.049272258,0.969579722
56696,MYLK3,-0.049272258,0.969579722
9349,HOXC13-AS,-0.049331499,0.925586591
3613,RNF212B,-0.049447235,0.935018487
11888,SH2D3C,-0.049447235,0.935018487
67968,NFYB,-0.049477256,0.919373846
7136,OR52E6,-0.049544924,0.938068495
44201,LINC00635,-0.049544924,0.938068495
52296,LOC105379176,-0.049544924,0.938068495
38918,C1QL3,-0.049554006,0.92553283
4827,FOXN1,-0.049585402,0.934594303
72322,NUDT21,-0.04960972,0.925331444
15471,OGFOD1,-0.049665875,0.91823366
31675,MIR3913-2,-0.049792873,0.917562946
40,PECAM1,-0.049828532,0.937288938
16610,FAM238B,-0.049828532,0.937288938
22574,CRYBG3,-0.04983798,0.918616292
3478,RBM4B,-0.049895009,0.923890688
18336,DSTN,-0.049932514,0.919127916
21994,IL3,-0.05001672,0.932840643
46546,SDAD1P1,-0.050068066,0.919313799
945,PPP1R42,-0.050252864,0.921954608
2490,EED,-0.050292097,0.917156125
1735,DMBT1,-0.050431326,0.934827021
12991,BTNL8,-0.050431326,0.934827021
43173,LOC727896,-0.050431326,0.934827021
72841,LINC00645,-0.050431326,0.934827021
71801,CENPQ,-0.050468598,0.918287068
51128,PDCL,-0.050576398,0.928022297
8755,MYCBPAP,-0.050595661,0.928880345
68284,SNED1,-0.050693377,0.927071541
5011,LINC01715,-0.050703095,0.928201645
16444,MELK,-0.050703095,0.928201645
5283,ARHGAP21,-0.050705273,0.915286376
5273,PKIA-AS1,-0.050752029,0.966733008
15185,TMEM71,-0.050752029,0.966733008
30265,LAX1,-0.050752029,0.966733008
32618,SNORD1B,-0.050752029,0.966733008
9835,PTPRO,-0.05078228,0.920759849
5524,IGFL4,-0.050797038,0.929534042
1761,POU6F1,-0.050890277,0.918739331
361,MIR588,-0.051086728,0.932162354
4930,LNX1-AS1,-0.051086728,0.932162354
6692,SNORD8,-0.051086728,0.932162354
19428,TMCO5A,-0.051086728,0.932162354
28182,MIR4671,-0.051086728,0.932162354
36462,PPP1R2C,-0.051086728,0.932162354
486,ACVRL1,-0.051381036,0.925352192
23601,MIR12113,-0.051436358,0.965341557
50675,IFNA6,-0.051436358,0.965341557
59035,GPRC5D,-0.051436358,0.965341557
66934,LOC101929279,-0.051436358,0.965341557
4036,LMLN2,-0.051484011,0.926428898
33482,CYMP,-0.051484011,0.926428898
11192,RTKN,-0.051564918,0.917358346
13862,FLOT1,-0.051576012,0.922642683
6510,SNORA59A,-0.051665448,0.944172902
23562,SNORA59B,-0.051665448,0.944172902
12455,C11orf97,-0.051689662,0.923056214
12778,KRBA2,-0.051801941,0.964851267
3724,ZCCHC10,-0.051805611,0.921848751
29220,AGGF1,-0.051875607,0.922161189
1422,ANKS1B,-0.05206585,0.921245114
2703,TNNI3,-0.052074173,0.913670265
48588,CRYZL1,-0.052157168,0.912889186
12838,RAB1A,-0.052157588,0.912567088
6025,IRF7,-0.05218716,0.920107586
9719,MYCBP,-0.052260541,0.920307238
72696,PHF5A,-0.052265612,0.919852502
9919,BEX2,-0.052271408,0.919134873
14371,MYL9,-0.052359603,0.919989633
56162,CACYBP,-0.052427188,0.911949333
803,LOC285095,-0.0524341,0.922441092
21131,DLX3,-0.052505431,0.926792566
15616,SEC14L2,-0.052518695,0.920206313
7190,ENTPD1-AS1,-0.052585545,0.963292609
9340,ATP1A1,-0.052585545,0.963292609
18775,CSNKA2IP,-0.052585545,0.963292609
52811,SLC26A3,-0.052585545,0.963292609
65250,LINC00383,-0.052585545,0.963292609
67846,TGM4,-0.052585545,0.963292609
1171,BTD,-0.052646955,0.913094749
11734,COPS5,-0.052663906,0.928684475
28121,KHDC3L,-0.052846351,0.920596346
37353,SLC47A1,-0.052846351,0.920596346
3447,TSEN2,-0.05288178,0.923468786
9230,SNUPN,-0.052920664,0.925093012
6806,SOX7,-0.052979336,0.927506847
14759,LINC01688,-0.053006133,0.962741556
20969,HEATR9,-0.053006133,0.962741556
22035,LINC02484,-0.053006133,0.962741556
